[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2204] Attacker: [DIR: -1; POS: 30,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2205] Attacker: [DIR: -1; POS: 29,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2206] Attacker: [DIR: -1; POS: 28,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2207] Attacker: [DIR: -1; POS: 27,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2208] Attacker: [DIR: -1; POS: 26,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2209] Attacker: [DIR: -1; POS: 25,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2210] Attacker: [DIR: -1; POS: 24,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2211] Attacker: [DIR: -1; POS: 23,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2212] Attacker: [DIR: -1; POS: 22,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2213] Attacker: [DIR: -1; POS: 21,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2214] Attacker: [DIR: -1; POS: 20,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2215] Attacker: [DIR: -1; POS: 19,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2216] Attacker: [DIR: -1; POS: 18,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2217] Attacker: [DIR: -1; POS: 17,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2218] Attacker: [DIR: -1; POS: 16,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2219] Attacker: [DIR: 3; POS: 15,92]; Defender #0: [DIR: 3; POS: 54,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2220] Attacker: [DIR: 3; POS: 14,92]; Defender #0: [DIR: 3; POS: 53,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2221] Attacker: [DIR: 3; POS: 13,92]; Defender #0: [DIR: 3; POS: 52,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2222] Attacker: [DIR: 0; POS: 12,92]; Defender #0: [DIR: 3; POS: 51,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2223] Attacker: [DIR: 0; POS: 12,91]; Defender #0: [DIR: 3; POS: 50,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2224] Attacker: [DIR: 0; POS: 12,90]; Defender #0: [DIR: 3; POS: 49,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2225] Attacker: [DIR: 0; POS: 12,89]; Defender #0: [DIR: 3; POS: 48,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2226] Attacker: [DIR: 0; POS: 12,88]; Defender #0: [DIR: 3; POS: 47,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2227] Attacker: [DIR: 0; POS: 12,87]; Defender #0: [DIR: 3; POS: 46,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2228] Attacker: [DIR: 0; POS: 12,86]; Defender #0: [DIR: 3; POS: 45,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2229] Attacker: [DIR: 0; POS: 12,85]; Defender #0: [DIR: 3; POS: 44,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2230] Attacker: [DIR: 0; POS: 12,84]; Defender #0: [DIR: 3; POS: 43,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2231] Attacker: [DIR: 0; POS: 12,83]; Defender #0: [DIR: 3; POS: 42,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2232] Attacker: [DIR: 0; POS: 12,82]; Defender #0: [DIR: 3; POS: 41,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2233] Attacker: [DIR: 0; POS: 12,81]; Defender #0: [DIR: 3; POS: 40,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2234] Attacker: [DIR: 0; POS: 12,80]; Defender #0: [DIR: 3; POS: 39,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2235] Attacker: [DIR: 0; POS: 12,79]; Defender #0: [DIR: 3; POS: 38,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2236] Attacker: [DIR: 0; POS: 12,78]; Defender #0: [DIR: 3; POS: 37,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2237] Attacker: [DIR: 0; POS: 12,77]; Defender #0: [DIR: 2; POS: 36,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2238] Attacker: [DIR: 0; POS: 12,76]; Defender #0: [DIR: 2; POS: 36,45]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2239] Attacker: [DIR: 0; POS: 12,75]; Defender #0: [DIR: 2; POS: 36,46]; Defender #1: [DIR: 1; POS: 54,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2240] Attacker: [DIR: 0; POS: 12,74]; Defender #0: [DIR: 2; POS: 36,47]; Defender #1: [DIR: 1; POS: 55,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2241] Attacker: [DIR: 0; POS: 12,73]; Defender #0: [DIR: 2; POS: 36,48]; Defender #1: [DIR: 1; POS: 56,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2242] Attacker: [DIR: 0; POS: 12,72]; Defender #0: [DIR: 2; POS: 36,49]; Defender #1: [DIR: 1; POS: 57,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2243] Attacker: [DIR: 0; POS: 12,71]; Defender #0: [DIR: 2; POS: 36,50]; Defender #1: [DIR: 1; POS: 58,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2244] Attacker: [DIR: 0; POS: 12,70]; Defender #0: [DIR: 2; POS: 36,51]; Defender #1: [DIR: 1; POS: 59,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2245] Attacker: [DIR: 0; POS: 12,69]; Defender #0: [DIR: 2; POS: 36,52]; Defender #1: [DIR: 1; POS: 60,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2246] Attacker: [DIR: 0; POS: 12,68]; Defender #0: [DIR: 2; POS: 36,53]; Defender #1: [DIR: 1; POS: 61,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2247] Attacker: [DIR: 0; POS: 12,67]; Defender #0: [DIR: 2; POS: 36,54]; Defender #1: [DIR: 1; POS: 62,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2248] Attacker: [DIR: 0; POS: 12,66]; Defender #0: [DIR: 2; POS: 36,55]; Defender #1: [DIR: 1; POS: 63,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2249] Attacker: [DIR: 0; POS: 12,65]; Defender #0: [DIR: 3; POS: 36,56]; Defender #1: [DIR: 1; POS: 64,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2250] Attacker: [DIR: 0; POS: 12,64]; Defender #0: [DIR: 3; POS: 35,56]; Defender #1: [DIR: 1; POS: 65,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2251] Attacker: [DIR: 0; POS: 12,63]; Defender #0: [DIR: 3; POS: 34,56]; Defender #1: [DIR: 1; POS: 66,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2252] Attacker: [DIR: 0; POS: 12,62]; Defender #0: [DIR: 3; POS: 33,56]; Defender #1: [DIR: 1; POS: 67,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2253] Attacker: [DIR: 0; POS: 12,61]; Defender #0: [DIR: 3; POS: 32,56]; Defender #1: [DIR: 1; POS: 68,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2254] Attacker: [DIR: 0; POS: 12,60]; Defender #0: [DIR: 3; POS: 31,56]; Defender #1: [DIR: 1; POS: 69,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2255] Attacker: [DIR: 0; POS: 12,59]; Defender #0: [DIR: 3; POS: 30,56]; Defender #1: [DIR: 1; POS: 70,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2256] Attacker: [DIR: 0; POS: 12,58]; Defender #0: [DIR: 3; POS: 29,56]; Defender #1: [DIR: 1; POS: 71,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2257] Attacker: [DIR: 0; POS: 12,57]; Defender #0: [DIR: 3; POS: 28,56]; Defender #1: [DIR: 0; POS: 72,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2258] Attacker: [DIR: 0; POS: 12,56]; Defender #0: [DIR: 3; POS: 27,56]; Defender #1: [DIR: 0; POS: 72,43]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2259] Attacker: [DIR: 0; POS: 12,55]; Defender #0: [DIR: 3; POS: 26,56]; Defender #1: [DIR: 0; POS: 72,42]; Defender #2: [DIR: 3; POS: 54,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2260] Attacker: [DIR: 0; POS: 12,54]; Defender #0: [DIR: 3; POS: 25,56]; Defender #1: [DIR: 0; POS: 72,41]; Defender #2: [DIR: 3; POS: 53,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2261] Attacker: [DIR: 0; POS: 12,53]; Defender #0: [DIR: 2; POS: 24,56]; Defender #1: [DIR: 0; POS: 72,40]; Defender #2: [DIR: 3; POS: 52,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2262] Attacker: [DIR: 0; POS: 12,52]; Defender #0: [DIR: 2; POS: 24,57]; Defender #1: [DIR: 0; POS: 72,39]; Defender #2: [DIR: 3; POS: 51,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2263] Attacker: [DIR: 0; POS: 12,51]; Defender #0: [DIR: 2; POS: 24,58]; Defender #1: [DIR: 0; POS: 72,38]; Defender #2: [DIR: 3; POS: 50,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2264] Attacker: [DIR: 0; POS: 12,50]; Defender #0: [DIR: 2; POS: 24,59]; Defender #1: [DIR: 0; POS: 72,37]; Defender #2: [DIR: 3; POS: 49,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2265] Attacker: [DIR: 0; POS: 12,49]; Defender #0: [DIR: 2; POS: 24,60]; Defender #1: [DIR: 0; POS: 72,36]; Defender #2: [DIR: 3; POS: 48,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2266] Attacker: [DIR: 0; POS: 12,48]; Defender #0: [DIR: 2; POS: 24,61]; Defender #1: [DIR: 0; POS: 72,35]; Defender #2: [DIR: 3; POS: 47,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2267] Attacker: [DIR: 0; POS: 12,47]; Defender #0: [DIR: 2; POS: 24,62]; Defender #1: [DIR: 0; POS: 72,34]; Defender #2: [DIR: 3; POS: 46,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2268] Attacker: [DIR: 0; POS: 12,46]; Defender #0: [DIR: 2; POS: 24,63]; Defender #1: [DIR: 0; POS: 72,33]; Defender #2: [DIR: 3; POS: 45,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2269] Attacker: [DIR: 0; POS: 12,45]; Defender #0: [DIR: 2; POS: 24,64]; Defender #1: [DIR: 1; POS: 72,32]; Defender #2: [DIR: 3; POS: 44,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2270] Attacker: [DIR: 0; POS: 12,44]; Defender #0: [DIR: 2; POS: 24,65]; Defender #1: [DIR: 1; POS: 73,32]; Defender #2: [DIR: 3; POS: 43,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2271] Attacker: [DIR: 0; POS: 12,43]; Defender #0: [DIR: 2; POS: 24,66]; Defender #1: [DIR: 1; POS: 74,32]; Defender #2: [DIR: 3; POS: 42,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2272] Attacker: [DIR: 0; POS: 12,42]; Defender #0: [DIR: 2; POS: 24,67]; Defender #1: [DIR: 1; POS: 75,32]; Defender #2: [DIR: 3; POS: 41,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2273] Attacker: [DIR: 0; POS: 12,41]; Defender #0: [DIR: 3; POS: 24,68]; Defender #1: [DIR: 1; POS: 76,32]; Defender #2: [DIR: 3; POS: 40,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2274] Attacker: [DIR: 0; POS: 12,40]; Defender #0: [DIR: 3; POS: 23,68]; Defender #1: [DIR: 1; POS: 77,32]; Defender #2: [DIR: 3; POS: 39,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2275] Attacker: [DIR: 0; POS: 12,39]; Defender #0: [DIR: 3; POS: 22,68]; Defender #1: [DIR: 1; POS: 78,32]; Defender #2: [DIR: 3; POS: 38,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2276] Attacker: [DIR: 0; POS: 12,38]; Defender #0: [DIR: 3; POS: 21,68]; Defender #1: [DIR: 1; POS: 79,32]; Defender #2: [DIR: 3; POS: 37,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2277] Attacker: [DIR: 0; POS: 12,37]; Defender #0: [DIR: 3; POS: 20,68]; Defender #1: [DIR: 1; POS: 80,32]; Defender #2: [DIR: 2; POS: 36,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2278] Attacker: [DIR: 0; POS: 12,36]; Defender #0: [DIR: 3; POS: 19,68]; Defender #1: [DIR: 1; POS: 81,32]; Defender #2: [DIR: 2; POS: 36,45]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2279] Attacker: [DIR: 0; POS: 12,35]; Defender #0: [DIR: 3; POS: 18,68]; Defender #1: [DIR: 1; POS: 82,32]; Defender #2: [DIR: 2; POS: 36,46]; Defender #3: [DIR: 1; POS: 54,44]; 
[Tick #2280] Attacker: [DIR: 0; POS: 12,34]; Defender #0: [DIR: 3; POS: 17,68]; Defender #1: [DIR: 1; POS: 83,32]; Defender #2: [DIR: 2; POS: 36,47]; Defender #3: [DIR: 1; POS: 55,44]; 
[Tick #2281] Attacker: [DIR: 0; POS: 12,33]; Defender #0: [DIR: 3; POS: 16,68]; Defender #1: [DIR: 0; POS: 84,32]; Defender #2: [DIR: 2; POS: 36,48]; Defender #3: [DIR: 1; POS: 56,44]; 
[Tick #2282] Attacker: [DIR: 0; POS: 12,32]; Defender #0: [DIR: 3; POS: 15,68]; Defender #1: [DIR: 0; POS: 84,31]; Defender #2: [DIR: 2; POS: 36,49]; Defender #3: [DIR: 1; POS: 57,44]; 
[Tick #2283] Attacker: [DIR: 0; POS: 12,31]; Defender #0: [DIR: 3; POS: 14,68]; Defender #1: [DIR: 0; POS: 84,30]; Defender #2: [DIR: 2; POS: 36,50]; Defender #3: [DIR: 1; POS: 58,44]; 
[Tick #2284] Attacker: [DIR: 0; POS: 12,30]; Defender #0: [DIR: 3; POS: 13,68]; Defender #1: [DIR: 0; POS: 84,29]; Defender #2: [DIR: 2; POS: 36,51]; Defender #3: [DIR: 1; POS: 59,44]; 
[Tick #2285] Attacker: [DIR: 0; POS: 12,29]; Defender #0: [DIR: 0; POS: 12,68]; Defender #1: [DIR: 0; POS: 84,28]; Defender #2: [DIR: 2; POS: 36,52]; Defender #3: [DIR: 1; POS: 60,44]; 
[Tick #2286] Attacker: [DIR: 0; POS: 12,28]; Defender #0: [DIR: 0; POS: 12,67]; Defender #1: [DIR: 0; POS: 84,27]; Defender #2: [DIR: 2; POS: 36,53]; Defender #3: [DIR: 1; POS: 61,44]; 
[Tick #2287] Attacker: [DIR: 0; POS: 12,27]; Defender #0: [DIR: 0; POS: 12,66]; Defender #1: [DIR: 0; POS: 84,26]; Defender #2: [DIR: 2; POS: 36,54]; Defender #3: [DIR: 1; POS: 62,44]; 
[Tick #2288] Attacker: [DIR: 0; POS: 12,26]; Defender #0: [DIR: 0; POS: 12,65]; Defender #1: [DIR: 0; POS: 84,25]; Defender #2: [DIR: 2; POS: 36,55]; Defender #3: [DIR: 1; POS: 63,44]; 
[Tick #2289] Attacker: [DIR: 0; POS: 12,25]; Defender #0: [DIR: 0; POS: 12,64]; Defender #1: [DIR: 0; POS: 84,24]; Defender #2: [DIR: 2; POS: 36,56]; Defender #3: [DIR: 1; POS: 64,44]; 
[Tick #2290] Attacker: [DIR: 0; POS: 12,24]; Defender #0: [DIR: 0; POS: 12,63]; Defender #1: [DIR: 0; POS: 84,23]; Defender #2: [DIR: 2; POS: 36,57]; Defender #3: [DIR: 1; POS: 65,44]; 
[Tick #2291] Attacker: [DIR: 0; POS: 12,23]; Defender #0: [DIR: 0; POS: 12,62]; Defender #1: [DIR: 0; POS: 84,22]; Defender #2: [DIR: 2; POS: 36,58]; Defender #3: [DIR: 1; POS: 66,44]; 
[Tick #2292] Attacker: [DIR: 0; POS: 12,22]; Defender #0: [DIR: 0; POS: 12,61]; Defender #1: [DIR: 0; POS: 84,21]; Defender #2: [DIR: 2; POS: 36,59]; Defender #3: [DIR: 1; POS: 67,44]; 
[Tick #2293] Attacker: [DIR: 0; POS: 12,21]; Defender #0: [DIR: 0; POS: 12,60]; Defender #1: [DIR: 0; POS: 84,20]; Defender #2: [DIR: 2; POS: 36,60]; Defender #3: [DIR: 1; POS: 68,44]; 
[Tick #2294] Attacker: [DIR: 0; POS: 12,20]; Defender #0: [DIR: 0; POS: 12,59]; Defender #1: [DIR: 0; POS: 84,19]; Defender #2: [DIR: 2; POS: 36,61]; Defender #3: [DIR: 1; POS: 69,44]; 
[Tick #2295] Attacker: [DIR: 0; POS: 12,19]; Defender #0: [DIR: 0; POS: 12,58]; Defender #1: [DIR: 0; POS: 84,18]; Defender #2: [DIR: 2; POS: 36,62]; Defender #3: [DIR: 1; POS: 70,44]; 
[Tick #2296] Attacker: [DIR: 0; POS: 12,18]; Defender #0: [DIR: 0; POS: 12,57]; Defender #1: [DIR: 0; POS: 84,17]; Defender #2: [DIR: 2; POS: 36,63]; Defender #3: [DIR: 1; POS: 71,44]; 
[Tick #2297] Attacker: [DIR: 0; POS: 12,17]; Defender #0: [DIR: 0; POS: 12,56]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 2; POS: 36,64]; Defender #3: [DIR: 1; POS: 72,44]; 
[Tick #2298] Attacker: [DIR: 1; POS: 12,16]; Defender #0: [DIR: 0; POS: 12,55]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 2; POS: 36,65]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #2299] Attacker: [DIR: 1; POS: 13,16]; Defender #0: [DIR: 0; POS: 12,54]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 2; POS: 36,66]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #2300] Attacker: [DIR: 1; POS: 14,16]; Defender #0: [DIR: 0; POS: 12,53]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 2; POS: 36,67]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #2301] Attacker: [DIR: 1; POS: 15,16]; Defender #0: [DIR: 0; POS: 12,52]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 1; POS: 36,68]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #2302] Attacker: [DIR: 1; POS: 16,16]; Defender #0: [DIR: 0; POS: 12,51]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 1; POS: 37,68]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #2303] Attacker: [DIR: 1; POS: 17,16]; Defender #0: [DIR: 0; POS: 12,50]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 1; POS: 38,68]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #2304] Attacker: [DIR: 1; POS: 18,16]; Defender #0: [DIR: 0; POS: 12,49]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 1; POS: 39,68]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #2305] Attacker: [DIR: 1; POS: 19,16]; Defender #0: [DIR: 0; POS: 12,48]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 1; POS: 40,68]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #2306] Attacker: [DIR: 1; POS: 20,16]; Defender #0: [DIR: 0; POS: 12,47]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 1; POS: 41,68]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #2307] Attacker: [DIR: 1; POS: 21,16]; Defender #0: [DIR: 0; POS: 12,46]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 1; POS: 42,68]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #2308] Attacker: [DIR: 1; POS: 22,16]; Defender #0: [DIR: 0; POS: 12,45]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 1; POS: 43,68]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #2309] Attacker: [DIR: 1; POS: 23,16]; Defender #0: [DIR: 0; POS: 12,44]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 1; POS: 44,68]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #2310] Attacker: [DIR: 0; POS: 24,16]; Defender #0: [DIR: 0; POS: 12,43]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 1; POS: 45,68]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #2311] Attacker: [DIR: 0; POS: 24,15]; Defender #0: [DIR: 0; POS: 12,42]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 1; POS: 46,68]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #2312] Attacker: [DIR: 0; POS: 24,14]; Defender #0: [DIR: 0; POS: 12,41]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 1; POS: 47,68]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #2313] Attacker: [DIR: 0; POS: 24,13]; Defender #0: [DIR: 0; POS: 12,40]; Defender #1: [DIR: 2; POS: 96,20]; Defender #2: [DIR: 1; POS: 48,68]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #2314] Attacker: [DIR: 0; POS: 24,12]; Defender #0: [DIR: 0; POS: 12,39]; Defender #1: [DIR: 2; POS: 96,21]; Defender #2: [DIR: 1; POS: 49,68]; Defender #3: [DIR: 1; POS: 89,44]; 
